STUDY_ID	SAMPLE_ID	FERMT1	FERMT2	FERMT3
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3BX-01	0.0654	-0.2532	-0.092
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DO-01	-0.6152	-0.5987	1.5298
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DP-01	-0.5705	1.0105	0.3467
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DQ-01	0.1426	0.5448	0.6206
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DR-01	-0.0471	1.2202	-1.461
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DS-01	1.2714	0.1801	-0.5607
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DT-01	-0.8303	-0.4109	1.7525
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DU-01	0.249	-1.2215	2.0633
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DV-01	0.2527	-1.3633	-1.8573
thca_tcga_pan_can_atlas_2018	TCGA-ET-A3DW-01	-0.09	-0.1821	0.0341
thca_tcga_pan_can_atlas_2018	TCGA-ET-A40P-01	-0.4085	-0.0654	-0.2648
thca_tcga_pan_can_atlas_2018	TCGA-ET-A40Q-01	-0.2027	-0.2058	1.1074
thca_tcga_pan_can_atlas_2018	TCGA-ET-A40R-01	-1.7249	0.6387	0.9191
thca_tcga_pan_can_atlas_2018	TCGA-ET-A40S-01	0.3274	-1.6452	0.9656
thca_tcga_pan_can_atlas_2018	TCGA-ET-A40T-01	-0.1583	0.0537	0.8139
thca_tcga_pan_can_atlas_2018	TCGA-ET-A4KN-01	-0.2998	-1.952	2.1919
thca_tcga_pan_can_atlas_2018	TCGA-ET-A4KQ-01	0.6499	0.1695	-1.2381
thca_tcga_pan_can_atlas_2018	TCGA-FE-A22Z-01	-0.3614	-0.7406	-0.1873
thca_tcga_pan_can_atlas_2018	TCGA-FE-A230-01	0.6081	0.1188	0.8237
thca_tcga_pan_can_atlas_2018	TCGA-FE-A231-01	0.3982	-0.2179	0.3164
thca_tcga_pan_can_atlas_2018	TCGA-FE-A232-01	0.1832	-0.2213	0.7588
thca_tcga_pan_can_atlas_2018	TCGA-FE-A233-01	-0.0119	1.2145	-0.9354
thca_tcga_pan_can_atlas_2018	TCGA-FE-A234-01	-1.4983	-0.5533	0.2016
thca_tcga_pan_can_atlas_2018	TCGA-FE-A235-01	-1.2092	1.4152	0.2885
thca_tcga_pan_can_atlas_2018	TCGA-FE-A236-01	0.1784	1.0664	-0.8397
thca_tcga_pan_can_atlas_2018	TCGA-FE-A237-01	-0.4722	0.4651	-0.1104
thca_tcga_pan_can_atlas_2018	TCGA-FE-A238-01	-1.1693	0.4243	0.4751
thca_tcga_pan_can_atlas_2018	TCGA-FE-A239-01	-0.561	-0.9279	-1.3781
thca_tcga_pan_can_atlas_2018	TCGA-FE-A23A-01	-0.7553	-0.7231	1.2356
thca_tcga_pan_can_atlas_2018	TCGA-FE-A3PA-01	-1.0815	-0.654	0.0244
thca_tcga_pan_can_atlas_2018	TCGA-FE-A3PB-01	0.068	0.4238	0.5587
thca_tcga_pan_can_atlas_2018	TCGA-FE-A3PC-01	-0.5507	-0.1195	0.6547
thca_tcga_pan_can_atlas_2018	TCGA-FE-A3PD-01	-1.4467	0.6312	0.0922
thca_tcga_pan_can_atlas_2018	TCGA-FK-A3S3-01	-1.4092	0.4042	-0.7889
thca_tcga_pan_can_atlas_2018	TCGA-FK-A3SB-01	-1.3503	-0.1125	-0.9
thca_tcga_pan_can_atlas_2018	TCGA-FK-A3SD-01	0.1008	-0.6787	-1.593
thca_tcga_pan_can_atlas_2018	TCGA-FK-A3SE-01	0.4059	2.2495	-0.5758
thca_tcga_pan_can_atlas_2018	TCGA-FK-A3SG-01	-1.8257	0.8037	-0.3718
thca_tcga_pan_can_atlas_2018	TCGA-FK-A3SH-01	-0.5729	-1.1585	-0.8984
thca_tcga_pan_can_atlas_2018	TCGA-FK-A4UB-01	-0.4468	-0.4524	-0.7288
thca_tcga_pan_can_atlas_2018	TCGA-FY-A2QD-01	0.9844	0.595	-2.3384
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3BL-01	-0.6566	0.2807	-1.1895
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3I4-01	1.1861	0.6369	0.4543
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3I5-01	1.2927	1.0255	-0.0097
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3NM-01	1.2584	0.9913	-2.1059
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3NN-01	-0.479	0.5663	-0.0235
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3NP-01	1.1526	-1.2013	-1.3853
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3ON-01	1.3742	0.5747	-0.0589
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3R6-01	0.3654	0.3117	1.2288
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3R7-01	1.0731	0.8369	0.1873
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3R8-01	-1.1596	0.1938	0.6482
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3R9-01	1.2046	0.2343	-1.7035
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3RA-01	0.0084	0.5063	-1.089
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3TY-01	0.6253	1.0571	0.9201
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3W9-01	0.5576	-0.8736	-1.5663
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3WA-01	1.1213	-0.0521	-0.9493
thca_tcga_pan_can_atlas_2018	TCGA-FY-A3YR-01	0.0156	1.1232	-0.1208
thca_tcga_pan_can_atlas_2018	TCGA-FY-A40K-01	-1.7584	-0.2947	1.0751
thca_tcga_pan_can_atlas_2018	TCGA-FY-A40L-01	0.082	0.8354	0.3213
thca_tcga_pan_can_atlas_2018	TCGA-FY-A40M-01	0.5767	-3.622	-0.8745
thca_tcga_pan_can_atlas_2018	TCGA-FY-A40N-01	-0.4533	-0.2763	0.1573
thca_tcga_pan_can_atlas_2018	TCGA-FY-A4B0-01	1.9703	-0.7497	0.1057
thca_tcga_pan_can_atlas_2018	TCGA-FY-A4B3-01	1.0525	0.9191	-0.6458
thca_tcga_pan_can_atlas_2018	TCGA-FY-A4B4-01	0.3439	-0.1227	0.8252
thca_tcga_pan_can_atlas_2018	TCGA-FY-A76V-01	-0.0901	0.8245	-0.3059
thca_tcga_pan_can_atlas_2018	TCGA-GE-A2C6-01	0.3699	0.6064	0.7562
thca_tcga_pan_can_atlas_2018	TCGA-H2-A26U-01	0.1551	-0.5023	2.0173
thca_tcga_pan_can_atlas_2018	TCGA-H2-A2K9-01	-2.2772	-0.3215	-1.7545
thca_tcga_pan_can_atlas_2018	TCGA-H2-A3RH-01	1.777	-1.072	-0.4448
thca_tcga_pan_can_atlas_2018	TCGA-H2-A3RI-01	-0.5949	0.7772	0.03
thca_tcga_pan_can_atlas_2018	TCGA-H2-A421-01	-0.3176	-0.3601	1.3138
thca_tcga_pan_can_atlas_2018	TCGA-H2-A422-01	0.1865	0.216	-0.2652
thca_tcga_pan_can_atlas_2018	TCGA-IM-A3EB-01	1.0008	-0.0104	0.5752
thca_tcga_pan_can_atlas_2018	TCGA-IM-A3ED-01	0.3602	0.1819	0.7104
thca_tcga_pan_can_atlas_2018	TCGA-IM-A3U2-01	0.3928	-0.6844	-0.5529
thca_tcga_pan_can_atlas_2018	TCGA-IM-A3U3-01	-0.4548	0.2407	0.1521
thca_tcga_pan_can_atlas_2018	TCGA-IM-A41Y-01	-0.2963	-0.6906	-1.4195
thca_tcga_pan_can_atlas_2018	TCGA-IM-A41Z-01	0.4504	0.1846	0.484
thca_tcga_pan_can_atlas_2018	TCGA-IM-A420-01	0.023	-0.5331	1.0409
thca_tcga_pan_can_atlas_2018	TCGA-IM-A4EB-01	-0.2778	-1.1209	1.0661
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3NZ-01	-0.7081	-0.2897	0.2124
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3O0-01	1.3255	-0.8976	0.0553
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3O1-01	-0.0785	0.7397	-1.3821
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3O2-01	-0.1928	1.2544	0.4271
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3YD-01	0.9234	0.5876	-0.8361
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3YE-01	-0.5773	1.5644	-1.5454
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3YF-01	-1.1843	-0.5252	0.8344
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3YG-01	1.1557	-0.553	0.5964
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3YH-01	-1.4223	0.0328	-0.3318
thca_tcga_pan_can_atlas_2018	TCGA-J8-A3YH-06	-1.8146	-0.5101	0.8903
thca_tcga_pan_can_atlas_2018	TCGA-J8-A42S-01	-0.8037	1.9093	-0.3103
thca_tcga_pan_can_atlas_2018	TCGA-J8-A4HW-01	0.4137	0.7527	-1.1832
thca_tcga_pan_can_atlas_2018	TCGA-J8-A4HY-01	0.4322	-0.5209	0.0462
thca_tcga_pan_can_atlas_2018	TCGA-KS-A41F-01	-0.8558	-1.4416	-0.4246
thca_tcga_pan_can_atlas_2018	TCGA-KS-A41I-01	0.0326	-1.2938	0.7791
thca_tcga_pan_can_atlas_2018	TCGA-KS-A41J-01	-0.7513	-1.2501	1.2582
thca_tcga_pan_can_atlas_2018	TCGA-KS-A41L-01	2.0429	-0.6625	-0.9128
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4I1-01	0.9513	-1.6299	-0.1105
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4I3-01	-0.4517	0.638	-0.5306
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4I5-01	0.0593	-0.5524	-0.4285
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4I7-01	-0.9363	-0.5299	0.1988
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4I9-01	-0.5806	-0.0566	0.6559
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4IB-01	0.0351	-0.1023	-0.7559
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4IC-01	0.0329	-0.3404	0.0047
thca_tcga_pan_can_atlas_2018	TCGA-KS-A4ID-01	0.8584	-0.9053	1.6013
thca_tcga_pan_can_atlas_2018	TCGA-L6-A4EP-01	-0.23	-0.879	-0.222
thca_tcga_pan_can_atlas_2018	TCGA-L6-A4EQ-01	-1.2644	-0.6372	-0.1649
thca_tcga_pan_can_atlas_2018	TCGA-L6-A4ET-01	-1.0385	0.3182	-1.266
thca_tcga_pan_can_atlas_2018	TCGA-L6-A4EU-01	-0.3329	-0.8347	0.3818
thca_tcga_pan_can_atlas_2018	TCGA-MK-A4N6-01	-1.2066	0.6753	0.5656
thca_tcga_pan_can_atlas_2018	TCGA-MK-A4N7-01	-2.6919	0.8117	-0.9822
thca_tcga_pan_can_atlas_2018	TCGA-MK-A4N9-01	-2.2661	0.872	-0.9684
thca_tcga_pan_can_atlas_2018	TCGA-MK-A84Z-01	0.8321	0.2184	-1.1335
thca_tcga_pan_can_atlas_2018	TCGA-QD-A8IV-01	1.2246	-0.3706	-0.4329
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4R8-01	0.4905	0.8451	-0.7202
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RA-01	-0.7902	0.3157	-0.4528
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RD-01	0.7731	-0.4621	-0.363
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RF-01	-1.6225	0.4609	1.1779
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RJ-01	-0.1101	-0.3674	0.1638
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RM-01	-0.2827	-2.6473	-0.6163
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RN-01	-1.541	0.3503	-1.0515
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RO-01	0.1669	0.5496	-2.1437
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RS-01	0.4898	-0.8543	-0.9457
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RT-01	1.5372	-0.1159	-1.2382
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RU-01	-0.2575	0.3592	-0.4834
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A4RV-01	-1.129	1.0784	0.4413
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A59E-01	0.4925	-0.4718	-0.0696
ucs_tcga_pan_can_atlas_2018	TCGA-N5-A59F-01	-0.1467	-0.3015	0.9823
ucs_tcga_pan_can_atlas_2018	TCGA-N6-A4V9-01	1.6072	-0.0102	-0.9693
ucs_tcga_pan_can_atlas_2018	TCGA-N6-A4VC-01	0.9716	-1.6151	-0.9761
ucs_tcga_pan_can_atlas_2018	TCGA-N6-A4VD-01	1.4935	-0.2682	0.536
ucs_tcga_pan_can_atlas_2018	TCGA-N6-A4VE-01	0.4414	0.0515	0.2253
ucs_tcga_pan_can_atlas_2018	TCGA-N6-A4VF-01	-0.0567	0.763	1.9878
ucs_tcga_pan_can_atlas_2018	TCGA-N6-A4VG-01	-0.1336	-0.9128	0.4643
ucs_tcga_pan_can_atlas_2018	TCGA-N7-A4Y0-01	1.6413	0.8236	-1.9169
ucs_tcga_pan_can_atlas_2018	TCGA-N7-A4Y5-01	-1.4732	0.7727	-1.1413
ucs_tcga_pan_can_atlas_2018	TCGA-N7-A4Y8-01	0.3423	-0.858	-0.7589
ucs_tcga_pan_can_atlas_2018	TCGA-N7-A59B-01	-0.5238	-1.9636	1.2131
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PI-01	1.6566	-0.0598	1.2544
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PL-01	0.0363	0.3409	-1.2446
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PM-01	0.6012	-0.6917	0.4004
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PN-01	0.7515	1.164	0.0979
ucs_tcga_pan_can_atlas_2018	TCGA-NG-A4VU-01	-0.2188	0.9447	-0.1901
ucs_tcga_pan_can_atlas_2018	TCGA-NF-A4WU-01	0.4165	-2.6087	-1.1693
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A4QW-01	-1.1193	1.8581	-0.1468
ucs_tcga_pan_can_atlas_2018	TCGA-N9-A4Q1-01	-1.7186	0.2123	-0.403
ucs_tcga_pan_can_atlas_2018	TCGA-N9-A4PZ-01	0.9134	-0.355	-0.157
ucs_tcga_pan_can_atlas_2018	TCGA-NF-A4X2-01	0.9988	0.7268	0.8248
ucs_tcga_pan_can_atlas_2018	TCGA-NF-A4WX-01	0.0879	0.2387	-0.2461
ucs_tcga_pan_can_atlas_2018	TCGA-NG-A4VW-01	-0.9651	-0.0598	-1.4578
ucs_tcga_pan_can_atlas_2018	TCGA-QN-A5NN-01	-0.1105	0.691	1.2255
ucs_tcga_pan_can_atlas_2018	TCGA-N9-A4Q7-01	1.8985	-3.4065	2.5659
ucs_tcga_pan_can_atlas_2018	TCGA-N9-A4Q3-01	-0.4581	0.1423	0.2264
ucs_tcga_pan_can_atlas_2018	TCGA-ND-A4WF-01	0.2396	0.0169	-0.1606
ucs_tcga_pan_can_atlas_2018	TCGA-ND-A4WC-01	1.2159	-0.3151	-0.1422
ucs_tcga_pan_can_atlas_2018	TCGA-ND-A4W6-01	-0.5502	-0.4897	1.9846
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A4QV-01	-0.0406	0.3956	0.0002
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A4QX-01	-1.4779	1.275	0.4519
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PP-01	-0.7705	0.3805	0.8499
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A4R1-01	0.669	1.0179	-1.6416
ucs_tcga_pan_can_atlas_2018	TCGA-ND-A4WA-01	0.3245	-0.4647	-0.4867
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A5I1-01	0.5878	-0.4839	1.1815
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PO-01	-1.0646	0.7536	0.1443
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A56S-01	0.1612	-0.3053	-0.0551
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A4QY-01	0.2034	0.8159	0.368
ucs_tcga_pan_can_atlas_2018	TCGA-NF-A5CP-01	-2.6737	1.5811	0.9285
ucs_tcga_pan_can_atlas_2018	TCGA-QM-A5NM-01	-1.8586	0.244	-0.7173
ucs_tcga_pan_can_atlas_2018	TCGA-N9-A4Q8-01	-1.1066	-0.3958	-0.7367
ucs_tcga_pan_can_atlas_2018	TCGA-N8-A4PQ-01	-0.5645	1.3392	1.3493
ucs_tcga_pan_can_atlas_2018	TCGA-N9-A4Q4-01	1.0968	-0.4138	0.2403
ucs_tcga_pan_can_atlas_2018	TCGA-NA-A4R0-01	0.4583	0.3897	1.5161
ucec_tcga_pan_can_atlas_2018	TCGA-2E-A9G8-01	-1.9345	-0.452	0.3493
ucec_tcga_pan_can_atlas_2018	TCGA-4E-A92E-01	1.2917	-0.0109	0.616
ucec_tcga_pan_can_atlas_2018	TCGA-5B-A90C-01	0.4517	0.5348	-1.2995
ucec_tcga_pan_can_atlas_2018	TCGA-5S-A9Q8-01	0.6755	-0.5823	-0.7069
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0G1-01	0.9836	-1.2933	2.0043
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0G2-01	-1.7701	1.2024	0.2963
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0G3-01	-0.9064	-0.3473	-0.3982
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0G5-01	-1.949	0.8563	2.3265
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0G9-01	0.604	-1.552	0.6655
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GA-01	0.922	0.285	-0.2431
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GB-01	-2.1311	-0.4017	-0.7183
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GD-01	-0.5565	-0.3528	0.5826
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GE-01	0.1784	0.5045	-0.0529
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GG-01	-0.8608	0.5582	0.4747
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GH-01	0.4894	1.7141	-1.5981
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GI-01	1.161	-0.6264	0.4077
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GJ-01	-0.096	-0.6919	1.3365
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GM-01	0.9148	0.5118	-0.0049
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GN-01	0.9747	0.0086	1.2098
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GP-01	0.4797	-0.9177	-0.3176
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GQ-01	-0.8486	-0.4877	1.2676
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GR-01	-0.0037	1.2456	1.3368
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GU-01	0.7252	-0.0204	-0.2623
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GV-01	0.8825	-0.4925	-1.6334
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GW-01	1.1274	0.6842	1.3144
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0GX-01	0.1558	-0.9101	1.1928
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0R6-01	0.5209	0.3461	0.1497
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0R7-01	0.6633	1.0723	0.5518
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0R8-01	-0.3191	-0.9444	0.8389
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0R9-01	0.2965	-0.3615	0.4346
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0RA-01	-0.8478	-0.8423	-0.9265
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0VO-01	1.1925	0.0984	-0.137
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0VP-01	0.4784	0.2398	-0.2106
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A0VQ-01	1.3203	-0.1309	-0.0539
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A1OF-01	-1.5247	-0.8153	1.1744
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A1OG-01	-0.4081	-1.4719	0.529
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A1OH-01	-0.5921	2.54	-1.2619
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A1OJ-01	-0.323	1.6675	0.6144
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A1OK-01	0.1779	0.2851	-0.061
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A2K2-01	-0.6603	1.7235	-2.2729
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A2K3-01	-1.4291	-0.8683	3.4454
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A2K4-01	0.9059	1.8422	-0.4555
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A2K5-01	-0.0028	-1.9669	0.8922
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A2K7-01	-0.5737	0.3273	0.131
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A3LO-01	0.8906	0.2419	-1.0392
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A3LP-01	-0.5231	1.066	-0.0654
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A7WJ-01	-0.7597	0.2136	-1.5637
ucec_tcga_pan_can_atlas_2018	TCGA-A5-A7WK-01	-0.1108	-1.1794	-0.9809
ucec_tcga_pan_can_atlas_2018	TCGA-A5-AB3J-01	0.9347	1.8427	0.0594
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A23M-01	-0.2723	-0.0418	-0.0359
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A23N-01	0.5291	0.8501	0.9723
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A23O-01	0.0797	0.2515	1.0409
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A2QK-01	0.1182	0.7573	1.0552
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A2QL-01	-0.5253	-0.3319	0.5986
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A2QM-01	0.4659	-0.5808	-1.6105
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A2QN-01	0.9592	0.8858	-1.0405
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A2QO-01	0.8525	-0.6579	-0.7618
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3BD-01	-1.4289	-0.7618	0.9227
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3BF-01	0.332	-1.5294	-0.2806
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3BG-01	-2.1625	-1.2318	-0.3858
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3BH-01	1.1773	-0.1606	0.186
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3BI-01	-2.2096	-1.537	0.8488
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3BK-01	0.7805	-1.9674	1.5567
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3EJ-01	0.3608	0.1167	0.6026
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3EK-01	-0.143	0.8879	0.9699
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3EL-01	0.414	0.4293	0.4092
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3EM-01	-1.1827	1.6617	-2.6058
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3I9-01	-0.2444	0.2333	-0.8634
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3IA-01	0.3078	0.7714	0.6219
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3NC-01	1.322	-0.1939	-0.7842
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3NE-01	2.037	0.9175	-0.2402
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3NF-01	0.0622	2.2617	0.3511
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3NG-01	-0.656	1.0267	-1.455
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3NH-01	-0.1502	0.3099	-0.9836
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3OJ-01	-1.0495	1.0054	0.3208
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3OK-01	-1.0694	0.6552	0.8875
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3OL-01	-0.3441	1.3194	-2.07
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3QS-01	-0.0908	0.3427	0.4966
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A3TW-01	-2.8742	0.6343	1.8162
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A5DV-01	0.6021	-0.4579	0.3725
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A5DW-01	0.3581	0.1166	-0.5949
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A6NU-01	1.3199	-0.2591	0.7198
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A8CT-01	-1.0638	-0.7789	1.3011
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A8CV-01	-0.415	-0.6214	0.7644
ucec_tcga_pan_can_atlas_2018	TCGA-AJ-A8CW-01	1.358	0.5064	0.0486
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A051-01	0.597	0.4109	0.2542
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A052-01	0.7714	-0.6368	0.2414
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A054-01	0.2489	1.4697	-1.5539
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A056-01	1.9514	0.9196	0.7989
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A059-01	-0.9574	0.4368	1.8041
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05A-01	0.8858	-0.2991	-0.9846
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05D-01	-0.0535	-0.7521	1.8891
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05H-01	-0.3528	0.3202	-1.1877
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05J-01	-1.3327	-0.8424	-0.5536
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05N-01	1.5974	0.7492	-0.9368
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05O-01	1.4438	-1.6123	0.151
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A05P-01	-0.7941	0.9739	-0.9431
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0L8-01	-0.4352	-0.2641	-0.7301
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0L9-01	-0.5955	-1.3297	-0.2632
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0LD-01	-0.6993	0.2971	-1.0914
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0LE-01	-0.27	-0.3708	0.1815
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0LF-01	-2.4198	0.241	1.407
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0LG-01	1.4008	-0.22	-1.4782
ucec_tcga_pan_can_atlas_2018	TCGA-AP-A0LH-01	2.0154	-1.6207	-0.4908
